,현빈,닥터포헤어,청년곡창,치랭스,성현아,박경례,굿퀴즈,폴리젠,송경호판사,성명준,판사,최화정,일왕,예스24,승리호,송중기,송혜교,토론,노태우,방탄크릴오일,신세경,김수미,명인,CJ,교수,사기,송경호,코드,즉위식,레드벨벳,근황,100분,대통령,닥터포헤,퀴즈타임,1&1,방송,아들,ONE,부장판사,유튜버,레이디스,나루히토,콘서트,공개,유시민,토스,허니스크린,오퀴즈,고백,아이콘택트,CJONE,샴푸,가게,정경심,파워타임,일본,단독,영화,사진,홍준표,사건,정답,퀴즈,무죄,투썸플레이스,권리금,소정,총리,번째,100분토론,행운퀴즈,두피,버즈빌,안다르,판결,출연,원두,징역,구속,정세운,참석,11월,진행,크릴,이벤트,부산,영상,23일,22일,도쿄,예매,배우님,문근영,대표,문제,강호동,협박,혐의,오후,LA,막바지,배우,슈콤마보니,20주년,닥터포,방탄크릴일,레깅스,채널A,TV,1년,조국,애슐리,즉위,ROUGE,얼굴,이사장,의원,출제,이후,요리,ㅇㄹㅁㄴㅌ,탈모,구속영장,3개월,그룹,헌법,촬영,공소시효,초성퀴즈,생활고,이전,브랜드,유튜브,법원,서울,국민,루즈,간식차,세계,MBC,공수처,9주년,CF,장관,선고,최파타,왕궁,8시,대한민국,국무총리,방탄,OK캐쉬백,성매매,눈맞춤,고객,오전,자신,안무,평화,MC몽,인스타그램,프로젝트,특집,전두환,제품,정답?,21일,눈물,채널,고쿄,개최,아미티지,당시,모델,관련,출시,엄마,완화,이야기,부인,이낙연,선예매,리처드,예정,모습,참여,700,0원,영장심사,지인들,25일,분석,노신영,SBS플러스,샅바,검색,운영,이번,행사,건강,크릴일,탄생,증상,심리,호소,SBS,아베,팬클럽,우주,냉면,개혁,외교,판매,활동,영장실질심사,계약,선언,음악,고인,돌파,등장,심경,피의자,사람들,서울중앙지방법원,파워FM,8월,SNS,적용,글로벌,10개,700원,2시,신곡,공연,이목,맞짱토론,특별법,길바닥,프러포즈,빕스,검찰,과거,기부,자유한국당,파슬리,재산,이날,아로마노트,서울중앙지법,주장,가수,사상,SF영화,노무현재단,경찰청,전문,최단기간,중간,사람,혜택,법무부,제목,내일,2019.10.22,일반,최초,논객,레몬,27일,영장,출신,정도,1일,이혼,정권,발탁,1100,치마,화제,상황,행복,선사,업체,한국영화,YOU,남극,힌트,주인공,대명아임레디,심사,실수,티켓,드레스,잠금화,10시,아이,청각장애,추첨
현빈,0.0,0.349873,0.678563,0.684797,0.798994,0.875286,0.764182,0.530799,0.852336,0.864662,0.886827,0.815438,0.871703,0.812604,0.753443,0.812217,0.82442,0.891436,0.859816,0.668467,0.691549,0.847749,0.890761,0.777814,0.877872,0.869246,0.849802,0.80517,0.850662,0.736398,0.863192,0.851857,0.924238,0.356503,0.748197,0.666342,0.884786,0.893775,0.770852,0.914542,0.871435,0.803469,0.869913,0.800769,0.816005,0.903355,0.45285,0.796643,0.732025,0.839814,0.869016,0.827847,0.480372,0.859628,0.828031,0.787868,0.927241,0.841533,0.752152,0.866333,0.9078,0.922434,0.672488,0.654535,0.903329,0.809027,0.877543,0.823262,0.905313,0.872252,0.796159,0.455326,0.563017,0.737595,0.726471,0.924635,0.874297,0.807636,0.903221,0.84056,0.776928,0.919364,0.933039,0.965434,0.831725,0.691739,0.940395,0.775659,0.911745,0.927511,0.887968,0.761261,0.74862,0.819687,1.044602,0.812236,0.824261,0.917107,0.948205,0.898485,0.785252,0.811925,0.755519,0.792835,0.836295,0.350523,0.827116,0.77772,0.900821,0.508922,1.006334,0.910644,0.788696,0.87149,0.77822,0.791637,0.93271,0.861386,0.679111,0.9347,0.903694,0.817616,0.617158,0.887167,0.89751,0.898074,0.824817,0.733878,0.869878,0.79653,0.927531,0.916419,0.623019,0.9099,0.958149,0.90035,0.922169,0.758462,0.713628,0.841466,0.81764,0.83308,0.758059,0.51767,0.909026,0.920384,0.802954,0.837181,0.81484,0.923812,0.885763,0.782551,0.726093,0.862929,0.820811,0.743639,0.851742,0.948853,0.82317,0.874491,0.867525,0.833114,0.839042,0.866389,0.88297,0.703965,0.787527,0.950038,0.838388,0.815474,0.893617,0.906821,0.811381,0.951749,0.509175,0.847054,0.780369,0.92624,0.484266,0.961719,0.947836,0.879689,0.831038,0.759134,0.897869,0.883135,0.816147,0.923491,0.7092,0.845968,0.822515,0.902164,0.88433,0.896814,0.855915,0.826721,0.750375,0.898253,0.890963,0.944242,0.823655,0.775297,0.836685,0.562611,0.948513,0.947883,0.865502,0.890373,0.822893,0.780092,0.812495,0.884856,0.941117,0.822198,0.837486,0.836292,0.898815,0.854403,0.878463,0.90419,0.825423,0.789083,0.802424,0.862789,0.91535,0.900875,0.82148,0.875645,0.847445,0.907999,0.604624,0.828158,0.871777,0.758635,0.80891,0.798188,0.866162,0.882728,0.870555,0.882243,0.82828,0.715476,0.909605,0.90628,0.857838,0.930898,0.747656,0.915032,0.982965,0.839866,0.887917,0.929208,0.895159,0.875441,0.782057,0.868,0.818487,0.557682,0.752948,0.875949,1.000408,0.805709,0.86197,0.855544,0.873546,0.854675,0.869233,0.819469,0.81985,0.743662,0.811614,0.884753,0.942217,0.903751,0.813862,0.924934,0.983917,0.60495,0.806744,0.812293,0.895473,0.9749,0.866464,0.804395,0.786715,0.749378,0.831672,0.802775,0.680226,0.802624,0.824255,0.814424,0.877884,0.864463,0.864285,0.802633,0.84745,0.910946,0.802076,0.770733
닥터포헤어,0.349873,0.0,0.776893,0.704698,0.811693,0.900966,0.786745,0.317329,0.926982,0.87447,0.885814,0.796326,0.839942,0.759843,0.764633,0.833945,0.808595,0.826688,0.891759,0.786146,0.734459,0.841486,0.882803,0.782977,0.876809,0.836057,0.86939,0.812887,0.831003,0.75225,0.844538,0.784965,0.886141,0.478615,0.81334,0.724284,0.857186,0.890941,0.751405,0.878748,0.819441,0.789931,0.84917,0.756762,0.883725,0.857323,0.593056,0.86468,0.732344,0.890534,0.86168,0.811617,0.357682,0.830408,0.906095,0.784847,0.868985,0.806908,0.797831,0.863152,0.859327,0.913017,0.704794,0.660803,0.91124,0.810628,0.918648,0.828385,0.909437,0.87083,0.813533,0.570282,0.402049,0.810656,0.694075,0.91847,0.886272,0.836029,0.903219,0.88618,0.790213,0.931058,0.901211,0.910604,0.842828,0.639829,0.919758,0.806084,0.919396,0.896533,0.865728,0.725658,0.72449,0.811138,0.978771,0.86346,0.842332,0.933292,0.914583,0.88188,0.779657,0.797459,0.743384,0.77067,0.795268,0.416034,0.857552,0.677891,0.91573,0.584829,0.973767,0.899219,0.80362,0.861597,0.798092,0.734232,0.911728,0.884231,0.704425,0.959672,0.889834,0.816007,0.534805,0.89694,0.902853,0.877289,0.880073,0.714656,0.88797,0.820326,0.893951,0.868399,0.561254,0.872768,0.927561,0.918338,0.915569,0.766535,0.696402,0.81878,0.85181,0.817851,0.75994,0.5356,0.898281,0.912123,0.808291,0.826753,0.775564,0.93383,0.923175,0.80686,0.706357,0.88388,0.864225,0.656813,0.87958,0.925974,0.81891,0.85985,0.838487,0.849188,0.82228,0.816951,0.877986,0.594539,0.787878,0.910362,0.870419,0.783031,0.866952,0.884128,0.764358,0.947063,0.548654,0.851641,0.70928,0.901265,0.420691,0.985535,0.941172,0.881444,0.832147,0.751182,0.840647,0.907728,0.805361,0.891648,0.535053,0.841149,0.833848,0.874825,0.876314,0.962444,0.815946,0.83884,0.744186,0.832377,0.859207,0.884165,0.816998,0.822798,0.796792,0.566973,0.962121,0.926432,0.884343,0.818541,0.819464,0.763396,0.735116,0.888082,0.951269,0.756462,0.817241,0.879065,0.911213,0.877529,0.806603,0.93926,0.822434,0.823948,0.917868,0.864982,0.914665,0.897039,0.823133,0.860207,0.907711,0.879927,0.544695,0.86658,0.946947,0.826088,0.799361,0.749359,0.871513,0.848919,0.875966,0.941531,0.849461,0.730433,0.908497,0.904837,0.860045,0.893018,0.843291,0.906649,0.989384,0.815444,0.858505,0.911636,0.852969,0.835064,0.718587,0.835709,0.845643,0.497765,0.812322,0.830223,0.980054,0.727381,0.88701,0.880214,0.835102,0.875054,0.871166,0.814652,0.816556,0.844846,0.843548,0.898432,0.931515,0.895473,0.786563,0.887923,0.996826,0.649959,0.836766,0.752433,0.927492,0.982361,0.93891,0.82774,0.673579,0.789116,0.836966,0.843179,0.733502,0.821291,0.708387,0.80747,0.881924,0.836475,0.805048,0.835051,0.803861,0.86289,0.834072,0.769232
청년곡창,0.678563,0.776893,0.0,0.589223,0.750498,0.80032,0.726783,0.739274,0.759809,0.843217,0.801608,0.862423,0.888616,0.788091,0.835663,0.872191,0.873015,0.874692,0.922071,0.258551,0.596152,0.80135,0.825407,0.69926,0.90191,0.871009,0.765834,0.820336,0.883504,0.829998,0.843629,0.853823,0.937977,0.716983,0.490362,0.632395,0.881763,0.902428,0.69916,0.777765,0.9284,0.838953,0.905471,0.792954,0.904994,0.870493,0.686304,0.486533,0.727758,0.879565,0.781037,0.742455,0.709708,0.869365,0.760936,0.868035,0.932441,0.810334,0.867355,0.903809,0.878846,0.829453,0.641454,0.630308,0.888485,0.774557,0.89116,0.861256,0.926701,0.880709,0.86648,0.718107,0.737151,0.461805,0.792654,0.975613,0.898236,0.780974,0.869064,0.83389,0.816604,0.934646,0.884857,0.905695,0.507692,0.717324,0.845549,0.868399,0.868006,0.885181,0.876189,0.832285,0.836816,0.864668,0.891128,0.792453,0.817927,0.857051,0.916844,0.873227,0.81477,0.853382,0.861357,0.850008,0.817308,0.69536,0.428639,0.770859,0.873046,0.784139,0.935736,0.885965,0.841727,0.85659,0.769486,0.879542,0.891296,0.945783,0.6438,0.961155,0.849153,0.817166,0.725651,0.841696,0.877637,0.880636,0.873176,0.872741,0.82511,0.608348,0.919908,0.860862,0.799037,0.847839,0.901329,0.922408,0.880953,0.770827,0.812772,0.893697,0.869196,0.871471,0.757048,0.801945,0.946527,0.928152,0.843038,0.839717,0.864918,0.855986,0.896299,0.462463,0.683392,0.842276,0.764699,0.811079,0.853129,0.974545,0.814847,0.904118,0.726103,0.861544,0.929425,0.830601,0.895713,0.6658,0.62315,0.925317,0.808182,0.856234,0.834439,0.869088,0.842594,0.982599,0.869657,0.802122,0.76297,0.878893,0.768008,0.975093,0.911456,0.892505,0.800807,0.826922,0.898419,0.93395,0.783046,0.947971,0.743598,0.755997,0.843105,0.82427,0.856435,0.895666,0.880884,0.790067,0.710743,0.974735,0.94984,0.901901,0.900677,0.420351,0.865528,0.712612,0.793502,0.883292,0.850052,0.922971,0.797501,0.83527,0.763334,0.84992,0.908666,0.760933,0.93953,0.770866,0.884756,0.939894,0.894716,0.890713,0.65265,0.822639,0.854448,0.834111,0.881083,0.798171,0.856347,0.983953,0.854941,0.868707,0.801146,0.612378,0.821776,0.828099,0.786117,0.89385,0.852741,0.854241,0.82673,0.995059,0.816227,0.675973,0.954003,0.962393,0.843405,0.926844,0.583677,0.927799,0.917684,0.811224,0.806445,0.917963,0.837524,0.893279,0.820357,0.876038,0.834112,0.669041,0.527897,0.852202,0.909894,0.845674,0.876216,0.929154,0.833867,0.712763,0.883192,0.855609,0.848248,0.574298,0.810003,0.853363,0.922244,0.889559,0.922155,0.920547,0.92206,0.880841,0.477038,0.80351,0.830146,0.932708,0.851828,0.804346,0.857805,0.865728,0.912684,0.554648,0.671501,0.834324,0.860943,0.809885,0.813509,0.788191,0.853734,0.608393,0.898524,0.91127,0.820064,0.802094
치랭스,0.684797,0.704698,0.589223,0.0,0.683925,0.774879,0.711711,0.707,0.542149,0.77296,0.786778,0.814727,0.852343,0.832621,0.835857,0.806671,0.867524,0.895686,0.899729,0.682142,0.083024,0.803195,0.82193,0.745709,0.894791,0.810584,0.759768,0.81921,0.862171,0.816706,0.878974,0.851479,0.959339,0.699695,0.655488,0.101543,0.918327,0.793016,0.707642,0.778983,0.817208,0.820811,0.849438,0.859056,0.893248,0.880435,0.637034,0.643167,0.400905,0.787651,0.839007,0.719698,0.689645,0.854976,0.781239,0.824338,0.916319,0.759281,0.842812,0.838549,0.879098,0.778539,0.613195,0.549651,0.715328,0.733325,0.818898,0.862101,0.882688,0.887615,0.821456,0.681582,0.707061,0.674884,0.386932,0.823034,0.874743,0.759183,0.852411,0.80821,0.862251,0.937466,0.88783,0.894942,0.745114,0.621713,0.872075,0.925272,0.792345,0.865466,0.879614,0.826585,0.752581,0.828682,0.939499,0.767602,0.85351,0.842812,0.834488,0.857227,0.774625,0.869963,0.820855,0.817365,0.831806,0.669626,0.652745,0.373057,0.927616,0.819046,0.900353,0.931863,0.822603,0.838015,0.77261,0.919354,0.884067,0.914264,0.646452,0.942883,0.897259,0.799376,0.70693,0.785189,0.888592,0.907332,0.834918,0.838703,0.880806,0.523696,0.830888,0.920538,0.762154,0.887129,0.869278,0.940836,0.919908,0.768758,0.747103,0.918985,0.85526,0.907705,0.793233,0.788024,0.954031,0.829571,0.843109,0.825554,0.816199,0.895296,0.890759,0.723047,0.547121,0.74461,0.83397,0.764698,0.725092,0.952409,0.882668,0.887082,0.827637,0.837893,0.89621,0.832997,0.903305,0.638715,0.551631,0.86924,0.75291,0.889878,0.84768,0.819829,0.815331,0.994243,0.779424,0.887597,0.665629,0.794461,0.748375,0.888304,0.873495,0.900942,0.812879,0.798188,0.986368,0.86126,0.774191,0.905721,0.806783,0.803993,0.883897,0.793425,0.898003,0.878328,0.824981,0.857919,0.665976,0.924193,0.920101,0.86408,0.88673,0.715112,0.879854,0.784335,0.880185,0.812267,0.807089,0.861716,0.776672,0.83123,0.782046,0.942221,0.925435,0.742462,0.938359,0.77991,0.88437,0.877899,0.842126,0.892506,0.751843,0.785533,0.785195,0.879616,0.871283,0.772978,0.835841,0.928441,0.83816,0.926385,0.839852,0.713229,0.816626,0.803824,0.806854,0.805052,0.851228,0.868988,0.839618,0.892461,0.849277,0.72903,0.950071,0.85074,0.841957,0.907992,0.69861,0.893238,0.911161,0.794548,0.842721,0.931243,0.879487,0.891321,0.81934,0.870089,0.852032,0.760258,0.63898,0.715265,0.902883,0.802813,0.902046,0.911712,0.803135,0.723176,0.913509,0.802019,0.815653,0.663871,0.814145,0.859825,0.875514,0.914848,0.878888,0.797563,0.966657,0.880635,0.725454,0.499248,0.837147,0.950182,0.863209,0.795902,0.8144,0.864586,0.865287,0.737812,0.667099,0.864675,0.784018,0.835758,0.833114,0.797049,0.836545,0.68545,0.664708,0.851052,0.806113,0.684439
성현아,0.798994,0.811693,0.750498,0.683925,0.0,0.699457,0.898477,0.87014,0.754989,0.688708,0.87402,0.838673,0.92169,0.868274,0.798789,0.809437,0.826343,0.871433,0.939856,0.835805,0.67967,0.448345,0.792104,0.855539,0.894743,0.807767,0.837184,0.826885,0.944271,0.885021,0.86444,0.836501,0.949877,0.777628,0.902808,0.718647,0.748247,0.626499,0.854981,0.85415,0.778793,0.823406,0.91784,0.908752,0.930186,0.857232,0.805619,0.882151,0.813007,0.54676,0.816661,0.896531,0.851393,0.832597,0.80998,0.834466,0.901204,0.87049,0.769867,0.825454,0.889205,0.579068,0.8407,0.827021,0.429268,0.928087,0.830694,0.923042,0.969388,0.956214,0.856299,0.850084,0.914694,0.875795,0.864979,0.60486,0.775123,0.914192,0.803569,0.844276,0.848035,0.956306,0.972566,0.937688,0.854927,0.84227,0.871414,0.804775,0.94323,0.978449,0.892676,0.870623,0.783964,0.792121,1.01983,0.815374,0.849176,0.798626,0.68678,0.944118,0.900657,0.816968,0.672696,0.886249,0.832585,0.87094,0.73732,0.890553,0.902354,0.926269,0.904118,0.902373,0.81086,0.901397,0.894574,0.884316,0.858689,0.868759,0.820138,0.811646,0.923362,0.902392,0.85635,0.865265,0.881027,0.867508,0.865402,0.823325,0.841205,0.812273,0.538956,0.943078,0.82529,0.79625,0.862337,0.999069,0.88304,0.889456,0.781429,0.921358,0.792872,0.824243,0.926277,0.875561,0.940271,0.628936,0.805775,0.828406,0.925573,0.937165,0.962723,0.857523,0.897076,0.424482,0.821272,0.942269,0.954934,0.920297,0.906564,0.875708,0.817798,0.798223,0.893564,0.851142,0.900003,0.84866,0.75252,0.784193,0.533777,0.856304,0.871983,0.8947,0.802234,0.848537,0.843575,0.864031,0.917819,0.685274,0.895884,0.82242,0.877323,0.983081,0.926344,0.798613,1.052013,0.903466,0.924056,0.720392,0.911217,0.869194,0.831636,0.899523,0.933137,0.872434,0.58676,0.886787,0.898824,0.905697,0.997743,0.95775,0.87143,0.868246,0.959701,0.900177,0.859343,0.878974,0.731488,0.903187,0.924671,0.803699,0.790515,0.879316,0.913753,0.934883,0.811897,0.854627,0.846964,0.798197,0.844526,0.887892,0.882933,0.834825,0.596138,0.90989,0.818856,0.899423,0.805245,0.958591,0.838116,0.904051,0.921597,0.914838,0.573284,0.903705,0.854563,0.89943,0.856712,0.888916,0.842622,0.723645,0.862949,0.835214,0.95256,0.664936,0.904542,0.875121,0.877935,0.69985,0.852904,0.947465,0.859383,0.847918,0.845923,0.832907,0.785788,0.850938,0.862336,0.876261,0.862657,0.854384,0.877435,0.929811,0.865227,0.892916,0.941433,0.707058,0.93567,0.83307,0.87819,0.900895,0.941695,0.918266,0.917914,0.979122,0.935363,0.695166,0.908929,0.884467,0.855781,0.894345,0.785809,0.89518,0.795505,0.879351,0.909713,0.792807,0.913635,0.887926,0.911794,0.841073,0.883256,0.903296,0.781639,0.931831,0.8675,0.949169,0.855806,0.60597,0.852772,0.917674
박경례,0.875286,0.900966,0.80032,0.774879,0.699457,0.0,0.7456,0.891578,0.809073,0.753025,0.867799,0.792253,0.819394,0.903897,0.805943,0.789732,0.826058,0.796803,0.867212,0.797302,0.756935,0.653762,0.142855,0.771611,0.847156,0.81581,0.824916,0.837186,0.852736,0.813451,0.859713,0.832021,0.896985,0.828579,0.805814,0.795993,0.775634,0.522535,0.77736,0.866037,0.9187,0.826068,0.805019,0.835108,0.901599,0.809385,0.860637,0.773752,0.757902,0.676994,0.394532,0.746193,0.85904,0.784891,0.808814,0.825022,0.852509,0.881679,0.805328,0.847752,0.861397,0.80223,0.821152,0.794089,0.744409,0.784178,0.827614,0.837793,0.884167,0.756405,0.785078,0.857539,0.883599,0.766929,0.78112,0.840533,0.733845,0.779451,0.845301,0.923419,0.800374,0.869968,0.920294,0.952229,0.782373,0.785413,0.422619,0.912885,0.902701,0.953571,0.871597,0.800745,0.829224,0.828852,0.799819,0.847366,0.68849,0.820061,0.878177,0.919936,0.818741,0.848408,0.855422,0.845545,0.774444,0.885062,0.815379,0.793936,0.500793,0.888667,0.924746,0.827847,0.818669,0.822856,0.818749,0.844853,0.884457,0.894376,0.821385,0.86957,0.501813,0.810757,0.801427,0.801336,0.864655,0.850283,0.846522,0.817906,0.905195,0.795541,0.773248,0.833326,0.909857,0.856448,0.932164,0.901085,0.905782,0.819129,0.838417,0.897412,0.850534,0.797311,0.772002,0.888298,0.888265,0.822457,0.841243,0.905627,0.860356,0.883789,0.876765,0.831731,0.819236,0.737779,0.491298,0.847298,0.920974,0.895914,0.831887,0.876222,0.917265,0.831532,0.826376,0.788627,0.866144,0.830313,0.802339,0.871184,0.566229,0.879059,0.857062,0.946601,0.817292,0.923928,0.894731,0.96772,0.835654,0.633262,0.875045,0.821618,0.860881,0.880264,0.795152,0.817237,0.974816,0.822927,0.871503,0.825985,0.936456,0.887119,0.811832,0.884915,0.882555,0.845481,0.805227,0.733427,0.82507,0.85419,0.924877,0.910041,0.872322,0.82013,0.842896,0.84825,0.859396,0.901543,0.870631,0.828007,0.779336,0.812334,0.805092,0.844807,0.934936,0.842177,0.927656,0.871992,0.890207,0.972027,0.824133,0.883621,0.788896,0.753397,0.804011,0.871931,0.883515,0.914315,0.836779,0.963362,0.916257,0.933173,0.906744,0.795218,0.783346,0.887358,0.811487,0.901537,0.820389,0.851343,0.888762,0.848766,0.705766,0.838841,0.838668,0.812055,0.849764,0.892253,0.794814,0.808128,0.868933,0.826165,0.872117,0.823756,0.846229,0.861094,0.744276,0.829859,0.891591,0.869962,0.805923,0.888119,0.803882,0.814715,0.823486,0.928921,0.850947,0.887497,0.815466,0.760409,0.761788,0.797045,0.853457,0.818104,0.945481,0.828125,0.902946,0.82444,0.892447,0.922297,0.791065,0.757884,0.828264,0.918082,0.815325,0.777999,0.799809,0.806633,0.862379,0.792822,0.843927,0.63684,0.797254,0.875259,0.840162,0.853479,0.820916,0.814877,0.88466,0.800709,0.641445,0.846639
굿퀴즈,0.764182,0.786745,0.726783,0.711711,0.898477,0.7456,0.0,0.722243,0.846422,0.81078,0.855605,0.772021,0.842648,0.779282,0.772179,0.795018,0.769177,0.753689,0.857553,0.622845,0.725707,0.83436,0.737686,0.379378,0.832078,0.843882,0.842671,0.788674,0.836714,0.763208,0.831168,0.811168,0.915176,0.785417,0.65972,0.696731,0.88288,0.86948,0.362755,0.818424,0.829649,0.785175,0.821499,0.770861,0.861908,0.77017,0.675351,0.640546,0.64922,0.843616,0.741531,0.174815,0.735483,0.865318,0.847121,0.783332,0.859991,0.850412,0.797941,0.896143,0.7723,0.936961,0.630193,0.636066,0.864879,0.273833,0.875082,0.745505,0.874805,0.862511,0.730933,0.660549,0.777775,0.623383,0.712302,0.909045,0.879809,0.264466,0.864909,0.83506,0.786082,0.93085,0.815295,0.874384,0.730989,0.598047,0.825111,0.89135,0.8111,0.885322,0.851066,0.753511,0.756516,0.854774,0.882625,0.845976,0.74374,0.935372,0.882867,0.823325,0.792383,0.786188,0.872172,0.795005,0.742676,0.757479,0.928797,0.739367,0.781431,0.795846,0.76401,0.885619,0.854531,0.811843,0.716426,0.909103,0.850184,0.873332,0.603204,0.913614,0.79029,0.394149,0.777732,0.837526,0.800433,0.889299,0.841226,0.829887,0.847427,0.621199,0.920291,0.916965,0.725201,0.809227,0.833848,0.902942,0.943028,0.729766,0.760149,0.864927,0.807813,0.826158,0.408074,0.787361,0.859765,0.836664,0.780587,0.848527,0.791603,0.888249,0.848624,0.741095,0.659287,0.867753,0.784349,0.610792,0.80782,0.923722,0.788817,0.859387,0.772701,0.817792,0.832161,0.808835,0.840942,0.829847,0.729652,0.752855,0.854247,0.842532,0.818334,0.794678,0.79243,0.895267,0.8451,0.863676,0.764447,0.931613,0.748966,0.851584,0.860585,0.853307,0.714363,0.820857,0.927587,0.960694,0.731124,0.822744,0.810131,0.855855,0.843608,0.806474,0.844066,0.852287,0.856692,0.796643,0.619402,0.83536,0.910923,0.81267,0.969522,0.731804,0.63645,0.781188,0.826645,0.942359,0.803218,0.875797,0.719707,0.785073,0.790417,0.782874,0.87754,0.836144,0.907155,0.843311,0.943085,0.875727,0.854697,0.833271,0.769398,0.830593,0.864389,0.780883,0.917452,0.831231,0.829071,0.924995,0.863466,0.805319,0.842867,0.753893,0.860147,0.659079,0.77576,0.817911,0.919582,0.817149,0.811624,0.863275,0.78874,0.408526,0.832605,0.931975,0.849438,0.883331,0.743907,0.827894,0.852241,0.394098,0.801195,0.839476,0.823504,0.847481,0.816322,0.833958,0.821453,0.81775,0.706136,0.819145,0.848423,0.614367,0.875781,0.80945,0.927049,0.869833,0.801953,0.850465,0.776283,0.745683,0.48986,0.85041,0.965153,0.907366,0.834382,0.870265,0.893922,0.882764,0.730472,0.782328,0.891491,0.930113,0.889499,0.75524,0.824439,0.795411,0.820222,0.708406,0.654308,0.862765,0.710079,0.861942,0.828136,0.714481,0.795657,0.724109,0.904049,0.861619,0.802274,0.642246
폴리젠,0.530799,0.317329,0.739274,0.707,0.87014,0.891578,0.722243,0.0,0.932215,0.830327,0.890146,0.777123,0.818463,0.787068,0.793985,0.84778,0.866654,0.805362,0.897833,0.727204,0.728163,0.941482,0.883456,0.748482,0.840818,0.854886,0.887008,0.799513,0.815733,0.756626,0.861267,0.797374,0.930521,0.561463,0.757014,0.699547,0.867115,0.873544,0.732523,0.87297,0.820051,0.792889,0.821669,0.782506,0.897359,0.864713,0.615463,0.838728,0.762397,0.883506,0.827327,0.821189,0.15564,0.778893,0.84204,0.784318,0.877963,0.850429,0.8241,0.882557,0.793765,0.971277,0.623047,0.650537,0.906795,0.73542,0.826642,0.792882,0.913013,0.81432,0.811665,0.591749,0.3846,0.759839,0.741212,0.927539,0.900145,0.764996,0.836169,0.853456,0.767004,0.952623,0.894625,0.83294,0.802753,0.581763,0.888433,0.814485,0.840535,0.890539,0.859112,0.764948,0.773482,0.866344,0.957131,0.830137,0.824112,0.911636,0.908219,0.893971,0.75691,0.826416,0.758008,0.784008,0.773886,0.44069,0.801084,0.755019,0.90414,0.642844,0.950294,0.876287,0.814188,0.812859,0.751214,0.800486,0.900416,0.947274,0.635406,0.974677,0.910083,0.80041,0.500598,0.846193,0.895206,0.874513,0.848315,0.748741,0.880127,0.806559,0.935251,0.897306,0.637516,0.8469,0.923699,0.870173,0.914848,0.734393,0.751317,0.785979,0.811569,0.870658,0.731075,0.604052,0.856466,0.901438,0.834161,0.823066,0.797809,0.956553,0.89729,0.799607,0.7537,0.897755,0.885394,0.678862,0.814962,0.932921,0.788557,0.837694,0.819378,0.861372,0.819467,0.789568,0.869083,0.559464,0.76826,0.973598,0.9519,0.840325,0.858405,0.830025,0.775452,0.984946,0.695896,0.886866,0.678868,0.907652,0.348455,0.987429,0.889232,0.865461,0.78222,0.777502,0.838966,0.888372,0.76878,0.88944,0.451352,0.837502,0.779588,0.831133,0.914073,0.895739,0.904797,0.824998,0.721482,0.844752,0.875983,0.900373,0.792531,0.773344,0.755251,0.527686,0.918638,0.892582,0.893782,0.819872,0.769906,0.735296,0.774065,0.872094,0.882254,0.689893,0.84493,0.853524,0.850279,0.887962,0.802951,0.841111,0.853203,0.856918,0.919669,0.831331,0.900539,0.850631,0.838714,0.839863,0.921688,0.802599,0.617781,0.832792,0.962821,0.857572,0.780013,0.749798,0.800035,0.844283,0.868062,0.958295,0.85327,0.747199,0.8696,0.9444,0.84869,0.855154,0.812462,0.897728,0.924913,0.785463,0.825363,0.918322,0.8589,0.827822,0.747588,0.85275,0.856278,0.577738,0.815338,0.851954,0.951681,0.671533,0.883081,0.884879,0.856566,0.859361,0.857512,0.810993,0.776454,0.822211,0.788348,0.868472,0.894195,0.907162,0.837028,0.8916,0.906206,0.809275,0.792697,0.818964,0.913666,0.974192,0.89433,0.806111,0.709066,0.784128,0.890547,0.856062,0.728883,0.855859,0.698056,0.819027,0.903503,0.779489,0.863501,0.858351,0.772166,0.850356,0.896555,0.758821
